Поручик;Тут дальше только один коридор и либо как мы пришли, либо в купеческий. Думается мне, что особа твоя через купеческий пришла.
Я;Хорошо, давай разделимся. Ты - в канализации. Я - в купеческий. Если настигнёшь её, то просто проследи за ней. Встретимся завтра в таверне. Буду ждать доклада.
Поручик;Ну конечно, тебе на ковровую дорожку, а мне в отстойник. Как всегда.
Я;Такая уж у тебя профессия.
Поручик;Ага. Домик и виноградная плантация! Помни, ты обещал!
0;Последние слова Поручик бросил тебе уже бегущему в спину.;"Нельзя терять ни минуты!"
0;По пути тебе то и дело попадались запыхавшиеся жители города. Сытая и богатая жизнь на многих из них повлияла сильно. И от того их толстые, лоснящиеся лица были бледными, а щёки вздувались от потерянного дыхания. Оббегая их, как препятствия, ты всё дальше и дальше выбирался наверх, к купеческому кварталу. ;Наконец, впереди показалась дверь, ведущая в подвал того самого дома. Распохнув её, ты увидел фонтант крови, брызнувший из отрубленной конечности человека. Лишённый руки мужчина с перекошенным от боли лицом рухнул тебе под ноги.
Восточный Бандит;Сдавайся, крестоносец!
0;В довольно просторном, для подвала, помещении во всю шла схватка. Альтушка героически отбивалась от целого отряда воинов, вооруженных саблями и с тюрбанами на голове. Вокруг них лежали десятки трупов несчастных, что попали под горячую руку.
Главарь Восточных Бандитов;Вы должны были проиграть сегодняшний бой!
0;Ты уже успел посмотреть на феноменальную скорость Альтушки в атаке. Поэтому не удивился, как в долю секунды ближайший к ней бандит пал с разрезанным животом.
Альтушка;А я тебе ещё раз говорю, что нет никаких "мы"! Я пришла просто посмотреть бой!
Главарь Восточных Бандитов;Господин сразу заподозрил неладное, когда ты прошла на трибуны с этим знаком!
0;Кончиком сабли он указывал на эмблему ордена, выгравированного на плече плаща Альтушки.
Главарь Восточных Бандитов;Она должна была пасть от топора великого Кхайна! Таков был уговор с Хозяином Арены!
1;Видимо, не такой уж ваш Кхайн и великий.;Господа, дико извиняюсь. Но как по мне, в десятером на одну девушку - крайне не прилично.;РЫба
Альтушка;Ты?
Я;Удивлена?
Альтушка;Не обольщайся. Я уже давно перестала чему-то удивляться. Но помощь твоя будет кстати. 
Главарь Восточных Бандитов;Значит ещё один прихвостень Ордена. А ну, ребята, резать-кромсать!
0;Их стиль боя чем-то напоминал Кхайна. Они так же пологались на грубую силу. Парировав саблю одного бандита, ты кувырком вперёд приблизился к другому и резанул того в пах. В этой битве не было той красоты, с которой проходили спарринги в тренировочном круге. Альтушка безжалостно и быстро ранила всех, кто пытался её атаковать. Не всегда летально, возможно ей нравилось расстягивать удовольствие от битвы.
0;Один из бандитов врезался своей массой тебе в плечо и отбросил к стене подвала. Тут же второй впечатал тебе поддых кулаком.;"Ууух…";Воздух быстро покинул твои лёгкие и ноги сами по себе подкосились. Ещё чуть-чуть и сабля лишит тебя головы…
Альтушка;Умереть вот так глупо, тебе самому-то не стыдно? 
Я;Спасибо.
Альтушка;Ну, остался ты один, голубчик.
Главарь Восточных Бандитов;Э-э-э. А ну, смотрите! Позади!
0;Вы обернулись, но  в проходе никого не было. 
Альтушка;Ты кого обмануть решил? Эй…
0;Но главарь банды куда-то испарился.
Я;Сбежал…
Альтушка;Ага.
Я;Подожди, я что-то слышу.
0;До твоего уха отдалённо доносились обрывки чьих-то голосов.;"Ать! Ать!Зать! Мсать! Резать! Кромсать!"
Альтушка;Вот чёрт, покрепление идёт со стороны арены!
Я;Бежим!
0;Даже такой сильный фехтовальщик, как она, выдохнется от подобной схватки. Битва с таким количеством противников требует огромной концентрации и сил. Не смотря на то, что выйграла она её быстро, Альтушка всё же была на пределе своих возможностей.
0;Вы выбежали на первый этаж аукциона и затем сразу же на улицу. Видимо, Альтушка хорошо знала квартал и, повернув дважды и пробежав несколько домов, она быстро перепрыгнула через небольшой забор. Прыгнув за ней, ты обнаружил себя на на заднем дворе конюшни. Альтушка уже во всю отворяла амбар с сеном.
Альтушка;Давай сюда!
0;Захлопнув за тобой дверь она громко выдохнула.
Альтушка;Всё, тут не найдут.
Я;Чья эта конюшня?
Альтушка;Семьи, что занимается разведением коней для офицеров Ордена. Я пряталась тут, когда была неофитом и убегала по ночам в город…
1;Я видел, как на тебя смотрела Воздаятель. Там, на арене…;Да? И что же ты тут делала?;Славно подрались. Может всё же выйдем и добьём оставшихся ублюдков?
0;Альтушка лёгким движением руки сбросила с головы капюшон и пристально посмотрела тебе в глаза.
Альтушка;Что ты хочешь услышать, Инквизитор? Думаешь я скажу тебе правду? Ты и так сегодня застал меня за несколькими нарушениями кодекса. Их будет достаточно чтобы отстранить меня от моей клятвы.
Я;Я видел, как ты пришла на кровавое представление. Но что если ты пришла по душу заблудшей сестры?
0;Её фиалковые глаза немного задрожали.;"Что это? Неужели?";Одна за другой из её глаз полились слёзы. Бледные щёки быстро налились румянцем и Альтушка отвернулась от тебя.
Альтушка;Это не может быть она! Я не верю!
0;Ты положил руки на вздрагивающие от всхлипов плечики.
1;Нет ничего постыдного в том, что ты чувствуешь.;Ну-ну прекрати, разве так себя ведёт офицер Ордена?;СЭКС
0;Альтушка развернувшись утыкается лицом тебе в грудь.
Альтушка;Это всё так неправильно! Так не должно было случиться! Не должно!
Я;Что не должно было случиться?
0;Вместо ответа Альтушка хватает тебя за воротник мантии и резким движением притягивает твоё лицо к своему. Тебе не остаётся ничего сделать, как  ответить ей взаимностью и жадно впиться в её губы.
0;"Солёные…";Не останавливаясь, ты постепенно пятишься назад, пока вы оба не падаете на свежий сток сена.
0;*СЦЭНА СЭКСА*
0;ГЛАВА ВТОРАЯ. БЕГ ЮНОСТИ МОЕЙ
0;*Сон четвёртый*
